FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,goal_diff,home_shot_acc,away_shot_acc,corner_diff,foul_diff
0,2,8,15,2,5,7,3,17,11,4,3,0,0,A,-2,0.2222222222222222,0.3125,4,6
0,0,9,10,1,2,5,3,13,13,1,0,0,0,D,0,0.1,0.18181818181818182,2,0
1,2,7,8,2,4,6,6,14,8,0,1,0,0,A,-1,0.25,0.4444444444444444,0,6
0,0,13,9,3,5,9,7,11,10,0,0,0,0,D,0,0.21428571428571427,0.5,2,1
0,1,16,10,3,3,9,4,10,8,2,3,0,0,A,-1,0.17647058823529413,0.2727272727272727,5,2
0,2,23,8,6,6,6,2,9,12,0,3,0,0,A,-2,0.25,0.6666666666666666,4,-3
4,1,12,5,5,1,1,5,8,17,2,3,0,0,H,3,0.38461538461538464,0.16666666666666666,-4,-9
2,0,19,7,9,1,7,3,11,12,0,3,0,0,H,2,0.45,0.125,4,-1
2,0,16,17,5,2,6,6,9,9,1,1,0,0,H,2,0.29411764705882354,0.1111111111111111,0,0
5,2,17,11,10,6,5,5,6,4,1,0,0,0,H,3,0.5555555555555556,0.5,0,2
1,1,12,15,3,6,2,2,10,10,2,3,0,0,D,0,0.23076923076923078,0.375,0,0
0,0,7,15,4,8,8,5,16,6,3,0,0,0,D,0,0.5,0.5,3,10
1,0,6,12,4,1,3,2,16,15,3,1,0,0,H,1,0.5714285714285714,0.07692307692307693,1,1
1,2,14,14,4,5,7,4,9,6,0,4,0,0,A,-1,0.26666666666666666,0.3333333333333333,3,3
0,3,3,8,0,7,4,2,14,13,0,0,0,0,A,-3,0.0,0.7777777777777778,2,1
1,2,9,8,4,6,4,5,11,10,0,0,0,0,A,-1,0.4,0.6666666666666666,-1,1
5,0,19,1,10,0,9,1,10,9,0,2,0,0,H,5,0.5,0.0,8,1
2,1,13,6,3,3,6,3,12,14,1,2,0,1,H,1,0.21428571428571427,0.42857142857142855,3,-2
1,0,15,7,4,0,6,3,12,2,4,0,0,0,H,1,0.25,0.0,3,10
0,1,10,12,5,4,3,2,17,10,2,1,0,0,A,-1,0.45454545454545453,0.3076923076923077,1,7
1,2,13,13,6,4,13,7,13,12,2,2,0,0,A,-1,0.42857142857142855,0.2857142857142857,6,1
3,0,11,3,6,1,3,1,12,5,0,1,0,0,H,3,0.5,0.25,2,7
3,3,15,16,5,7,3,5,18,8,3,1,0,0,D,0,0.3125,0.4117647058823529,-2,10
0,2,8,9,1,3,5,8,18,13,3,2,0,0,A,-2,0.1111111111111111,0.3,-3,5
2,5,18,14,8,7,10,3,11,6,1,1,1,0,A,-3,0.42105263157894735,0.4666666666666667,7,5
2,1,23,9,8,1,5,7,12,13,1,2,0,0,H,1,0.3333333333333333,0.1,-2,-1
0,2,5,11,2,4,1,1,13,12,2,3,0,0,A,-2,0.3333333333333333,0.3333333333333333,0,1
0,3,3,16,2,7,1,2,10,10,1,1,0,0,A,-3,0.5,0.4117647058823529,-1,0
3,2,24,7,9,5,6,7,11,10,0,0,0,0,H,1,0.36,0.625,-1,1
2,2,22,11,6,5,7,3,13,14,3,2,0,0,D,0,0.2608695652173913,0.4166666666666667,4,-1
3,1,14,15,4,7,4,4,14,20,1,2,0,0,H,2,0.26666666666666666,0.4375,0,-6
2,1,15,5,7,3,5,6,14,7,2,2,0,0,H,1,0.4375,0.5,-1,7
1,1,15,13,7,6,3,4,10,10,2,0,0,0,D,0,0.4375,0.42857142857142855,-1,0
2,3,20,9,5,6,4,2,9,9,1,4,0,0,A,-1,0.23809523809523808,0.6,2,0
0,1,14,7,3,3,3,4,11,8,0,0,0,0,A,-1,0.2,0.375,-1,3
1,2,29,2,7,2,9,3,12,15,3,1,0,1,A,-1,0.23333333333333334,0.6666666666666666,6,-3
2,1,23,9,10,5,7,0,16,11,2,4,0,0,H,1,0.4166666666666667,0.5,7,5
1,4,1,23,1,10,0,8,7,12,1,0,0,0,A,-3,0.5,0.4166666666666667,-8,-5
1,2,24,10,4,5,13,3,11,12,1,0,0,0,A,-1,0.16,0.45454545454545453,10,-1
3,2,4,15,4,5,1,9,7,13,3,3,0,0,H,1,0.8,0.3125,-8,-6
1,3,12,12,3,7,7,5,11,15,1,5,0,0,A,-2,0.23076923076923078,0.5384615384615384,2,-4
0,3,7,14,2,5,2,4,9,6,1,1,0,0,A,-3,0.25,0.3333333333333333,-2,3
3,0,15,14,6,4,5,10,12,11,0,1,0,0,H,3,0.375,0.26666666666666666,-5,1
0,0,23,8,3,1,10,3,12,7,1,2,0,0,D,0,0.125,0.1111111111111111,7,5
2,2,18,12,7,3,6,3,8,8,1,1,0,0,D,0,0.3684210526315789,0.23076923076923078,3,0
3,2,16,16,8,6,3,8,9,7,2,0,0,1,H,1,0.47058823529411764,0.35294117647058826,-5,2
1,0,10,8,5,2,3,3,8,15,1,2,0,0,H,1,0.45454545454545453,0.2222222222222222,0,-7
1,1,18,3,5,1,11,1,9,11,0,3,0,0,D,0,0.2631578947368421,0.25,10,-2
3,1,17,10,9,3,8,3,9,12,1,2,0,0,H,2,0.5,0.2727272727272727,5,-3
1,1,12,17,5,7,10,8,17,15,2,1,0,0,D,0,0.38461538461538464,0.3888888888888889,2,2
0,0,7,11,4,2,0,3,8,9,2,0,0,1,D,0,0.5,0.16666666666666666,-3,-1
2,1,12,10,3,5,5,5,10,14,2,1,0,0,H,1,0.23076923076923078,0.45454545454545453,0,-4
1,2,8,13,3,3,1,11,12,7,0,1,1,1,A,-1,0.3333333333333333,0.21428571428571427,-10,5
3,0,17,4,7,1,7,3,13,12,0,2,0,0,H,3,0.3888888888888889,0.2,4,1
0,1,14,8,3,1,7,3,13,10,1,3,0,0,A,-1,0.2,0.1111111111111111,4,3
1,1,22,7,9,4,6,3,9,7,2,1,0,0,D,0,0.391304347826087,0.5,3,2
0,1,9,17,2,6,4,2,9,11,0,4,1,0,A,-1,0.2,0.3333333333333333,2,-2
1,0,7,17,3,4,2,12,13,7,3,0,0,0,H,1,0.375,0.2222222222222222,-10,6
0,4,12,14,2,7,8,5,8,9,1,2,0,0,A,-4,0.15384615384615385,0.4666666666666667,3,-1
0,0,6,16,3,4,2,6,21,11,4,1,0,0,D,0,0.42857142857142855,0.23529411764705882,-4,10
2,2,24,10,11,4,11,4,14,9,0,2,0,0,D,0,0.44,0.36363636363636365,7,5
2,1,13,4,5,2,7,2,13,12,0,1,0,0,H,1,0.35714285714285715,0.4,5,1
1,1,5,23,3,9,0,10,9,13,1,0,1,0,D,0,0.5,0.375,-10,-4
0,2,9,20,4,3,2,6,9,10,2,0,0,0,A,-2,0.4,0.14285714285714285,-4,-1
2,0,17,11,5,2,2,9,17,6,1,1,0,0,H,2,0.2777777777777778,0.16666666666666666,-7,11
2,0,9,10,5,3,1,8,15,8,1,1,0,0,H,2,0.5,0.2727272727272727,-7,7
1,2,16,13,3,5,3,6,10,13,0,2,0,0,A,-1,0.17647058823529413,0.35714285714285715,-3,-3
0,2,5,19,1,5,3,7,10,9,2,1,1,0,A,-2,0.16666666666666666,0.25,-4,1
4,0,20,8,11,1,6,6,8,9,1,1,0,0,H,4,0.5238095238095238,0.1111111111111111,0,-1
1,1,10,20,4,10,5,6,17,11,2,0,0,0,D,0,0.36363636363636365,0.47619047619047616,-1,6
1,2,8,22,3,4,5,4,4,8,2,1,0,0,A,-1,0.3333333333333333,0.17391304347826086,1,-4
2,4,25,14,9,6,9,6,12,9,1,1,0,0,A,-2,0.34615384615384615,0.4,3,3
3,1,16,11,7,3,8,6,12,10,1,2,0,0,H,2,0.4117647058823529,0.25,2,2
0,2,7,21,0,8,5,11,11,8,1,1,0,0,A,-2,0.0,0.36363636363636365,-6,3
1,2,16,12,4,5,6,2,12,10,2,0,0,0,A,-1,0.23529411764705882,0.38461538461538464,4,2
2,0,14,12,6,6,8,4,10,6,0,1,0,0,H,2,0.4,0.46153846153846156,4,4
2,1,16,5,6,3,10,5,12,7,2,2,0,2,H,1,0.35294117647058826,0.5,5,5
1,3,11,18,5,7,5,6,13,18,1,1,1,0,A,-2,0.4166666666666667,0.3684210526315789,-1,-5
0,1,11,9,0,3,5,6,8,10,2,1,0,0,A,-1,0.0,0.3,-1,-2
3,1,15,12,7,1,6,6,7,9,1,2,0,0,H,2,0.4375,0.07692307692307693,0,-2
0,2,21,14,3,5,8,4,11,10,2,0,0,0,A,-2,0.13636363636363635,0.3333333333333333,4,1
1,2,4,12,1,3,3,4,9,12,0,0,0,0,A,-1,0.2,0.23076923076923078,-1,-3
3,1,13,11,6,4,12,8,20,13,2,3,0,0,H,2,0.42857142857142855,0.3333333333333333,4,7
0,1,19,5,5,2,9,1,7,6,0,1,0,0,A,-1,0.25,0.3333333333333333,8,1
0,0,13,15,2,5,9,1,9,12,2,0,0,0,D,0,0.14285714285714285,0.3125,8,-3
2,4,18,17,3,8,6,4,10,12,3,0,0,0,A,-2,0.15789473684210525,0.4444444444444444,2,-2
3,4,11,15,5,6,4,5,11,10,2,2,0,0,A,-1,0.4166666666666667,0.375,-1,1
0,4,16,16,4,6,6,8,10,10,1,1,0,0,A,-4,0.23529411764705882,0.35294117647058826,-2,0
3,1,11,10,7,3,6,5,9,15,0,1,0,0,H,2,0.5833333333333334,0.2727272727272727,1,-6
1,1,10,15,2,3,3,3,7,5,1,1,0,0,D,0,0.18181818181818182,0.1875,0,2
3,2,23,19,8,5,7,7,23,13,3,2,0,0,H,1,0.3333333333333333,0.25,0,10
2,0,24,15,13,3,10,3,8,11,1,0,0,0,H,2,0.52,0.1875,7,-3
1,2,10,26,3,6,9,13,7,14,0,0,0,0,A,-1,0.2727272727272727,0.2222222222222222,-4,-7
0,1,16,10,6,3,11,4,8,12,1,3,0,0,A,-1,0.35294117647058826,0.2727272727272727,7,-4
1,1,13,8,6,5,6,1,10,15,2,3,0,0,D,0,0.42857142857142855,0.5555555555555556,5,-5
0,2,18,15,3,7,4,5,10,12,0,3,0,0,A,-2,0.15789473684210525,0.4375,-1,-2
3,2,19,8,6,4,5,3,13,11,3,3,0,1,H,1,0.3,0.4444444444444444,2,2
2,1,17,7,6,3,6,5,15,16,2,4,0,0,H,1,0.3333333333333333,0.375,1,-1
1,0,14,9,4,3,7,12,11,11,0,2,0,0,H,1,0.26666666666666666,0.3,-5,0
1,0,16,11,5,1,5,2,7,7,0,2,0,0,H,1,0.29411764705882354,0.08333333333333333,3,0
1,2,10,20,4,4,4,5,14,13,1,1,0,0,A,-1,0.36363636363636365,0.19047619047619047,-1,1
1,3,12,6,6,3,6,7,7,7,2,1,0,0,A,-2,0.46153846153846156,0.42857142857142855,-1,0
0,3,10,20,4,3,6,7,10,7,0,0,0,0,A,-3,0.36363636363636365,0.14285714285714285,-1,3
1,3,14,21,4,9,6,8,8,11,2,2,0,0,A,-2,0.26666666666666666,0.4090909090909091,-2,-3
2,0,16,5,5,1,11,3,10,8,0,0,0,0,H,2,0.29411764705882354,0.16666666666666666,8,2
2,1,6,23,3,7,2,9,11,12,3,3,0,1,H,1,0.42857142857142855,0.2916666666666667,-7,-1
0,2,14,10,0,4,5,4,12,6,1,0,0,0,A,-2,0.0,0.36363636363636365,1,6
3,1,17,14,9,5,8,3,12,12,2,1,0,0,H,2,0.5,0.3333333333333333,5,0
2,4,10,11,6,4,8,7,9,8,0,2,0,0,A,-2,0.5454545454545454,0.3333333333333333,1,1
2,0,19,5,5,4,14,1,10,8,2,2,0,0,H,2,0.25,0.6666666666666666,13,2
5,0,21,8,11,3,7,5,8,10,2,2,0,0,H,5,0.5,0.3333333333333333,2,-2
1,0,12,10,3,3,8,9,11,1,3,1,0,0,H,1,0.23076923076923078,0.2727272727272727,-1,10
3,0,14,17,7,5,2,3,5,9,0,3,0,0,H,3,0.4666666666666667,0.2777777777777778,-1,-4
1,2,14,9,4,4,6,2,14,3,4,1,0,0,A,-1,0.26666666666666666,0.4,4,11
